title,age_min,age_max,duration_mins,tags,cost,indoor_outdoor,season,materials_needed,how_to_play,players,parent_caution
Tufted Rug Making,16,99,180,"crafts, home decor",medium,indoor,all,"[""tufting gun"", ""fabric"", ""yarn""]","['Learn tufting basics from online tutorials.', 'Draw design on fabric backing.', 'Use tufting gun to create pile.', 'Trim and finish edges.']",1+,yes
Interior Decorating,45,99,240,"creative, home improvement",medium,indoor,all,"[""paint"", ""furniture"", ""decor items""]","['Choose room to redecorate with new vision.', 'Select color schemes and furniture arrangements.', 'Add decorative elements reflecting personal style.', 'Transform spaces into personal havens.']",1+,no
Magazine Word Collage,7,14,60,"creative, literacy, art",low,indoor,all,"[""magazines"", ""scissors"", ""glue"", ""paper""]","['Cut words and letters from magazines.', 'Arrange to create poem or message.', 'Glue to paper in artistic design.', 'Display or give as gift.']",1+,yes
Host Debate Night,13,99,90,"discussion, competitive, social",free,indoor,all,"[""debate topics"", ""speakers""]","['Choose debate topics.', 'Divide into teams.', 'Present strong arguments.', 'Judge and declare winner.']",4+,no
Make Marshmallow Launcher,12,18,45,"creative, DIY, fun",low,indoor,all,"[""PVC pipe"", ""balloon"", ""hot glue""]","['Cut PVC pipe.', 'Attach balloon as launcher.', 'Add marshmallows.', 'Launch and have fun.']",1+,no
Water Table Play,1,5,30,"sensory, outdoor",low,outdoor,"spring,summer","[""water table"", ""cups"", ""toys""]","['Fill water table with clean water.', 'Provide cups, scoops, and floating toys.', 'Let children pour, splash, and explore water.', 'Supervise closely to ensure water safety.']",1+,yes
Game Night,10,99,180,"social, games",low,indoor,all,"[""board games"", ""snacks"", ""drinks""]","['Invite friends over.', 'Play variety of games.', 'Provide snacks and drinks.', 'Have prizes for winners.']",4+,no
Dance Class,8,99,60,"fitness, creative, social",medium,indoor,all,"[""comfortable clothes"", ""water""]","['Choose dance style that interests you.', 'Sign up for class at studio or community center.', 'Learn choreography and practice moves.', 'Perform routines with classmates.']",1+,no
Indoor Masking Tape Road,4,10,60,"creative, imaginative, play",low,indoor,all,"[""masking tape"", ""toy cars""]","['Create road system with tape on floor.', 'Add parking lots, intersections.', 'Drive toy cars on roads.', 'Follow traffic rules while playing.']",1+,no
Electronics Projects,12,70,120,"technology, STEM",medium,indoor,all,"[""electronics kit"", ""soldering iron"", ""components"", ""multimeter""]","['Learn basic circuits.', 'Solder components to board.', 'Test and debug.', 'Create useful devices.']",1+,yes
Paper Plate Sun Catchers,4,10,45,"craft, decorative, colorful",low,indoor,all,"[""paper plates"", ""tissue paper"", ""glue"", ""string""]","['Cut center from paper plate leaving ring.', 'Glue colorful tissue paper over opening.', 'Add string for hanging.', 'Hang in window to catch sunlight.']",1+,no
Backyard Camping,5,12,480,"outdoor, adventure",low,outdoor,summer,"[""tent"", ""sleeping bags"", ""flashlights""]","['Set up tent in backyard for night.', 'Tell stories and roast marshmallows.', 'Sleep under stars in familiar space.', 'Great introduction to camping.']",2+,yes
Mow the Lawn,13,18,20,"chore, outdoor",free,outdoor,summer,[],"['Walk through the yard to remove sticks and rocks before mowing begins.', 'Demonstrate starting and operating the mower safely, keeping hands and feet away from the blades.', 'Have them mow in straight lines, slightly overlapping each pass for even coverage.', 'Wear closedâtoe shoes and ear protection and clean and store the mower after use.']",1+,yes
Agility Training Dogs,12,99,60,"pets, sport",medium,outdoor,all,"[""agility equipment"", ""treats"", ""leash""]","['Set up agility course.', 'Train dog on each obstacle.', 'Time runs through course.', 'Compete in trials.']",1+,yes
DIY Stress Balls Squishy,7,99,45,"craft, sensory, calming",low,indoor,all,"[""balloons"", ""flour or rice"", ""funnel""]","['Stretch balloon over funnel.', 'Pour flour or rice into balloon.', 'Tie balloon securely.', 'Squeeze to relieve stress.']",1+,yes
Bowling,10,99,90,"indoor, sport, social",medium,indoor,all,"[""bowling alley pass"", ""bowling shoes"", ""snacks""]","['Reserve lanes at local bowling alley.', 'Rent bowling shoes and choose ball weights.', 'Take turns bowling and keep score.', 'Celebrate strikes and spares with high-fives.']",1+,no
Paper Bag Kites,6,13,60,"craft, outdoor, windy day",low,outdoor,all,"[""paper bags"", ""string"", ""streamers"", ""sticks""]","['Decorate paper bag with markers.', 'Attach streamers to bottom as tail.', 'Add string for flying.', 'Run and fly on windy day.']",1+,no
Fairy Garden Creation,6,14,90,"creative, nature, imaginative",medium,outdoor,all,"[""small plants"", ""miniature accessories"", ""container or garden space"", ""soil""]","['Choose container for fairy garden.', 'Plant small flowers and greenery.', 'Add tiny furniture and decorations.', 'Create magical miniature landscape.']",1+,yes
Tai Chi in Park,55,99,60,"fitness, social",free,outdoor,all,"[""comfortable clothes""]","['Join outdoor tai chi group in park.', 'Practice together in morning fresh air.', 'Learn forms from experienced instructor.', 'Free community activity.']",3+,no
Night Sky Observation,14,99,180,astronomy outdoor,free,outdoor,all,"[""telescope""]","['Travel to dark site', 'Observe deeply', 'Study objects', 'Experience wonder']",1+,no
Jump Rope Games,5,14,20,"physical, coordination",low,outdoor,all,"[""jump rope""]","['Practice individual jump rope tricks.', 'Try double dutch with two ropes.', 'Play jump rope rhyme games.', 'See how many jumps you can do.']",1+,no
Wash Windows,13,18,20,chore,free,both,all,[],"['Provide a spray bottle of window cleaner and lintâfree cloths to each child.', 'Demonstrate spraying lightly and wiping in a circular motion to remove smudges and fingerprints.', 'Clean both the glass and the surrounding frame and sill, using a step stool if necessary.', 'Supervise carefully when cleaning exterior windows or higher panes.']",1+,no
Reptile Keeping,12,99,30,"hobby, animals",medium,indoor,all,"[""terrarium"", ""heating"", ""lighting"", ""reptile"", ""food""]","['Research species needs.', 'Set up proper habitat.', 'Maintain temperature and humidity.', 'Feed appropriate diet.']",1+,yes
Shoot Basketball Hoops,10,99,45,"sport, exercise, skill",free,outdoor,all,"[""basketball"", ""hoop""]","['Get basketball.', 'Practice shots.', 'Keep score.', 'Try trick shots.']",1+,no
Yoga Poses for Kids,4,12,30,"exercise, mindfulness, wellness",free,indoor,all,"[""yoga mat (optional)""]","['Demonstrate simple poses like tree, cat, and downward dog.', 'Have children hold each pose for several breaths.', 'Create story incorporating different poses.', 'End with relaxation time lying down.']",1+,no
Paper Towel Roll Binoculars,4,9,30,"craft, imaginative, exploration",low,indoor,all,"[""toilet paper rolls"", ""tape"", ""string"", ""decorations""]","['Tape two rolls together side by side.', 'Decorate with markers or stickers.', 'Add string as neck strap.', 'Use for exploration play.']",1+,no
Try Journaling or Creative Writing Prompts,10,99,45,"creative, writing",free,indoor,all,"[""notebook"", ""pen""]","['Choose writing prompts.', 'Write responses freely.', 'Share if comfortable.', 'Build writing practice.']",1+,no
Martial Arts,18,99,90,"sport, fitness, discipline",medium,indoor,all,"[""gi or uniform"", ""belt"", ""protective gear""]","['Choose style like karate, taekwondo, or judo', 'Learn forms, techniques, and self-defense', 'Practice regularly advancing through belt ranks', 'Develop physical and mental discipline']",1+,no
Paper Plate Rainbow,3,8,30,"craft, colorful, learning",low,indoor,all,"[""paper plate"", ""cotton balls"", ""paint or markers"", ""glue""]","['Cut plate in half.', 'Draw rainbow arcs in colors.', 'Glue cotton balls as clouds.', 'Display colorful rainbow.']",1+,no
Highland Games,30,99,180,"cultural, athletic, traditional",medium,outdoor,summer,"[""athletic wear""]","['Compete in Scottish athletic events', 'Events include caber toss and stone put', 'Wear traditional Scottish attire', 'Celebrate Scottish heritage']",1+,no
Yoga Class,8,99,60,"fitness, mindfulness",low,both,all,"[""yoga mat"", ""comfortable clothes"", ""water""]","['Follow instructor through poses.', 'Focus on breathing and flexibility.', 'Modify poses as needed.', 'End with relaxation period.']",1+,no
Journaling,18,99,30,"reflective, creative, therapeutic",low,indoor,all,"[""journal or notebook"", ""pen""]","['Set aside regular time for writing', 'Reflect on daily experiences and emotions', 'Use prompts or free-write thoughts', 'Review entries to track personal growth']",1+,no
DIY Musical Instruments,5,12,60,"music, creative, recycling",low,indoor,all,"[""empty containers"", ""rice or beans"", ""rubber bands"", ""tape"", ""sticks""]","['Fill containers with rice or beans for shakers.', 'Stretch rubber bands over boxes for guitars.', 'Use sticks as drumsticks on pots.', 'Form a band and create music together.']",2+,yes
Podcasting,18,99,120,"tech, creative, communication",low,indoor,all,"[""microphone"", ""recording software"", ""topic""]","['Choose podcast topic matching your expertise or interests.', 'Record episodes with good audio quality.', 'Edit and upload to podcast platforms.', 'Promote podcast and engage with listeners.']",1+,no
Backyard Camping Stargazing,7,99,120,"outdoor, educational, nighttime",low,outdoor,all,"[""tent"", ""blankets"", ""star chart"", ""flashlight""]","['Set up tent in backyard.', 'Lie back and identify constellations.', 'Tell constellation stories.', 'Sleep outside under stars.']",2+,yes
DIY Wind Chimes,6,13,90,"craft, outdoor, music",low,outdoor,all,"[""sticks"", ""string"", ""recycled materials (cans, keys, shells)""]","['Tie strings to stick at varying lengths.', 'Attach objects to bottom of strings.', 'Hang stick where wind will catch.', 'Listen to chimes in breeze.']",1+,yes
DIY Slip N Slide,10,18,60,"water, DIY, fun",low,outdoor,summer,"[""tarp"", ""hose"", ""baby shampoo"", ""slope""]","['Lay out tarp.', 'Add soap and water.', 'Run and slide.', 'Have wet fun.']",1+,yes
Zumba Class,14,70,60,"fitness, dance",low,indoor,all,"[""athletic shoes"", ""water bottle""]","['Follow instructor's dance moves.', 'Move to Latin-inspired music.', 'Get cardio workout while having fun.', 'Modify moves as needed.']",1+,no
Board Game Nights,18,99,120,"social, strategy, fun",low,indoor,all,"[""board games"", ""snacks"", ""beverages""]","['Invite friends for regular game nights', 'Choose from strategy, trivia, or party games', 'Rotate who hosts and which games to play', 'Enjoy friendly competition and conversation']",2+,no
Debate Club,11,15,45,"learning, communication, social",free,indoor,all,"[""topic cards"", ""timer""]","['Choose an age-appropriate debate topic.', 'Assign teams to argue for and against the topic.', 'Give each team time to prepare their arguments.', 'Take turns presenting and rebuttaling points.']",4+,no
Pretend Campfire,3,8,30,"imaginative, outdoor",free,outdoor,all,"[""logs or sticks"", ""optional: candle""]","['Stack logs or sticks in a teepee formation to create a pretend fire.', 'Pretend to roast marshmallows on sticks.', 'Tell stories or sing songs around the campfire.', 'With supervision, add a small candle on top for realism.']",1+,yes
Iron Clothes,13,18,15,chore,free,indoor,all,[],"['Teach older children how to use an iron safely by setting the correct temperature and reading instructions.', 'Demonstrate ironing a small cloth, reminding them to keep the cord out of the way and never leave the iron unattended.', 'Let them practise on simple items like napkins or pillowcases while you supervise closely.', 'Show how to unplug, cool down, and store the iron properly after use.']",1+,no
Renaissance Costume Making,14,60,480,"crafts, historical",medium,indoor,all,"[""fabric"", ""sewing supplies"", ""patterns"", ""trims""]","['Research period costume.', 'Find or create pattern.', 'Sew garments by hand or machine.', 'Add period accessories.']",1+,no
Homemade Pizza Party,6,99,90,"culinary, creative, social",medium,indoor,all,"[""pizza dough"", ""sauce"", ""cheese"", ""toppings""]","['Provide each person with dough portion.', 'Spread sauce and add preferred toppings.', 'Bake according to recipe.', 'Enjoy personalized pizzas together.']",2+,yes
Bubble Wrap Printing,4,10,30,"art, sensory, creative",low,indoor,all,"[""bubble wrap"", ""paint"", ""paper""]","['Paint on bubble wrap surface.', 'Press painted side onto paper.', 'Lift to reveal textured print.', 'Repeat with different colors.']",1+,yes
Frozen Paint Cubes,4,10,45,"art, sensory, summer",low,outdoor,summer,"[""ice cube tray"", ""paint"", ""water"", ""popsicle sticks"", ""paper""]","['Mix paint with water.', 'Pour into ice cube tray.', 'Add popsicle sticks and freeze.', 'Paint with melting ice paint cubes.']",1+,yes
Paper Cup Telephone,6,12,30,"science, communication, craft",low,indoor,all,"[""two paper cups"", ""string"", ""sharp object to poke holes""]","['Poke hole in bottom of each cup.', 'Thread string through both holes.', 'Tie knots inside cups.', 'Pull tight and talk into cups.']",2,yes
Art Project with Supplies,12,99,90,"creative, art, relaxing",low,indoor,all,"[""art supplies"", ""paper"", ""workspace""]","['Gather art materials.', 'Choose project.', 'Create freely.', 'Display work.']",1+,no
Story Time Theater,3,6,30,"imaginative, literacy",free,indoor,all,"[""books"", ""props"", ""costumes""]","['Choose a favorite storybook.', 'Act out the story with simple props.', 'Let children play different characters.', 'Encourage creativity and expression.']",2+,no
Virtual Playtime,4,12,30,"social,digital,communication",free,indoor,all,[],"['Arrange a video call with friends or relatives so children can interact remotely.', 'Plan activities like showâandâtell, virtual story time, or simple games through the screen.', 'Encourage children to describe their toys or drawings and ask questions of their friends.', 'Keep sessions short and engaging to match young attention spans and end on a positive note.']",2+,no
Cooking New Recipes,18,99,75,"culinary, creative, practical",medium,indoor,all,"[""ingredients"", ""cooking equipment"", ""recipe""]","['Select new recipes from different cuisines', 'Shop for fresh ingredients', 'Follow recipe carefully noting techniques', 'Enjoy meal and share with others']",1+,yes
Newspaper Scavenger Hunt,6,13,45,"literacy, game, educational",low,indoor,all,"[""newspapers or magazines"", ""list of items to find""]","['Create list of words or images to find.', 'Search through newspapers for items.', 'Cut out and glue to paper.', 'First to complete list wins.']",2+,no
Hot Chocolate Making,5,99,30,"culinary, cozy, winter",low,indoor,winter,"[""cocoa powder"", ""milk"", ""sugar"", ""marshmallows""]","['Heat milk in saucepan on stove.', 'Whisk in cocoa powder and sugar.', 'Pour into mugs and top with marshmallows.', 'Enjoy warm drink together.']",1+,yes
DIY Pinwheel,6,12,45,"craft, outdoor, decorative",low,outdoor,all,"[""paper"", ""pin"", ""pencil with eraser"", ""scissors""]","['Cut square paper and fold diagonally both ways.', 'Cut along folds partway to center.', 'Fold alternate corners to center and pin.', 'Attach to pencil and watch spin in wind.']",1+,yes
Upcycling Craft,12,99,90,recycling craft,free,indoor,all,"[""recycled materials""]","['Collect items', 'Repurpose materials', 'Create new items', 'Reduce waste']",1+,no
Belly Dancing,20,99,60,"fitness, cultural, expressive",low,indoor,all,"[""hip scarf"", ""comfortable clothing""]","['Learn Middle Eastern dance moves', 'Practice hip movements and technique', 'Perform solo or in groups', 'Great for core strength']",1+,no
Rain Boot Puddle Jumping,3,8,30,"outdoor, physical",free,outdoor,all,"[""rain boots""]","['Wait for rainy day and find puddles.', 'Jump in puddles wearing boots.', 'Compete for biggest splash.', 'Embrace getting wet and muddy.']",1+,no
Walking Groups,40,99,60,"fitness, social, outdoor",free,outdoor,all,"[""comfortable shoes"", ""water bottle""]","['Join neighborhood or community walking groups', 'Walk at moderate pace together', 'Enjoy conversation and fresh air', 'Explore different routes and areas']",2+,no
Indoor Hallway Bowling,5,12,30,"game, active, indoor",low,indoor,all,"[""plastic bottles"", ""soft ball"", ""hallway""]","['Set up bottles as pins in hallway.', 'Mark bowling line with tape.', 'Roll ball to knock down pins.', 'Keep score and reset pins.']",2+,no
DIY Photoshoot,12,18,90,"creative, photography, personal",free,outdoor,all,"[""camera"", ""props"", ""backdrop""]","['Choose location.', 'Set up backdrop.', 'Take photos.', 'Edit and share.']",1+,no
Babysit Younger Siblings,11,12,60,"responsibility, care",free,both,all,"[""decorative lights"", ""music player""]","['Discuss responsibilities like supervising playtime, serving snacks, and ensuring safety.', 'Set clear rules for both the babysitter and the younger siblings to follow.', 'Stay nearby to supervise and offer guidance as needed during their babysitting session.', 'Praise them for being caring and responsible when the job is done.']",2+,no
Adaptive Sports,14,99,120,"volunteer, inclusion",free,both,all,"[""sports equipment adapted""]","['Help people with disabilities play sports.', 'Adapt equipment and rules.', 'Provide support and assistance.', 'Promote inclusion.']",5+,yes
Volunteer at Charity or Food Bank,12,99,120,"service, community",free,indoor,all,"[""organization materials""]","['Contact charity for opportunities.', 'Commit to volunteer time.', 'Perform volunteer duties.', 'Feel good about helping.']",1+,no
Wildlife Surveys,16,70,240,"volunteer, science",free,outdoor,all,"[""binoculars"", ""notebook"", ""appropriate clothing""]","['Help scientists count wildlife.', 'Record observations.', 'Contribute to research.', 'Protect endangered species.']",2+,no
Bubble Wrap Stomp Art,4,10,30,"art, sensory, fun",low,indoor,all,"[""bubble wrap"", ""paint"", ""paper""]","['Paint on bubble wrap.', 'Press paper on top.', 'Stomp or press to transfer paint.', 'Peel off to reveal textured print.']",1+,yes
Leaf Collection Walk,3,7,30,"nature, learning",free,outdoor,fall,"[""bags"", ""magnifying glass""]","['Take a walk to collect different leaves.', 'Look for various shapes and colors.', 'Press leaves in books at home.', 'Learn names of different trees.']",1+,no
Community Theater,40,99,180,"performance, social",low,indoor,all,[],"['Audition for local community theater.', 'Participate in rehearsals and productions.', 'Perform on stage or work backstage.', 'Meet people of all ages with shared interest.']",8+,no
Button Sorting Challenge,3,6,20,"learning, fine motor, timed",low,indoor,all,"[""buttons"", ""egg carton"", ""timer""]","['Mix various buttons together.', 'Set timer for sorting challenge.', 'Sort by color or size quickly.', 'Count buttons in each section.']",1+,no
Star Gazing Night,7,99,60,"astronomy, outdoor",free,outdoor,all,"[""star chart"", ""blanket"", ""telescope optional""]","['Find location away from city lights.', 'Bring blankets to lie on.', 'Use star chart to identify constellations.', 'Look for planets and shooting stars.']",2+,no
Housework Hustle,2,7,20,"chore, dance",free,indoor,all,"[""decorative lights"", ""music player""]","['Play upbeat music and assign cleaning tasks like dusting, sweeping, or tidying toys.', 'Encourage kids to dance and move creatively while they complete their chores.', 'Offer points, stickers, or small rewards for finished tasks and fun dance moves.', 'Celebrate together with a mini dance party once all the work is done.']",2+,no
Homemade Smoothie Bowl,7,99,30,"culinary, healthy, colorful",low,indoor,all,"[""frozen fruit"", ""yogurt"", ""toppings"", ""blender""]","['Blend fruit and yogurt until thick.', 'Pour into bowl.', 'Add creative toppings.', 'Eat with spoon.']",1+,no
Tutoring Students,14,99,60,"volunteer, education",free,both,all,"[""teaching materials"", ""patience""]","['Volunteer to tutor students.', 'Help with homework.', 'Explain difficult concepts.', 'Build confidence.']",1,no
Geography Bee,9,16,60,"learning, competition",free,indoor,all,"[""map"", ""geography questions"", ""globe""]","['Prepare geography questions.', 'Use map and globe for reference.', 'Take turns answering questions.', 'Learn about different countries.']",3+,no
Choir Singing,8,99,60,"music, vocal",free,indoor,all,"[""sheet music"", ""folder""]","['Warm up vocals.', 'Learn music parts.', 'Blend with other voices.', 'Perform in concerts.']",8+,no
Future Acceptance Speech,8,14,30,"public speaking, creativity",free,indoor,all,"[""paper"", ""pencil""]","['Imagine winning a major award.', 'Write a speech thanking people.', 'Include your accomplishments and goals.', 'Practice performing it aloud.']",1+,no
Language Learning App,8,99,30,"learning, language",low,indoor,all,"[""smartphone or computer"", ""language app""]","['Choose a language to learn.', 'Complete daily lessons.', 'Practice speaking and listening.', 'Track progress over time.']",1+,no
DIY Painted Stepping Stones,8,16,120,"craft, outdoor, decorative",medium,outdoor,all,"[""concrete mix"", ""molds"", ""paint"", ""sealer""]","['Mix and pour concrete into molds.', 'Let set according to instructions.', 'Paint designs when fully cured.', 'Seal and place in garden.']",1+,yes
Tennis,10,99,60,"exercise, competitive, sport",low,outdoor,"spring, summer, fall","[""tennis rackets"", ""tennis balls"", ""tennis court"", ""athletic shoes""]","['Find a local tennis court at a rec center or park.', 'Warm up with simple rallies.', 'Teach basic rules and scoring to beginners.', 'Play singles or doubles matches.']",2+,no
Museum of Illusions,12,99,120,"educational, fun, indoor",medium,indoor,all,"[""admission ticket"", ""comfortable shoes""]","['Find Museum of Illusions.', 'Book tickets online.', 'Explore optical illusions.', 'Take fun photos.']",1+,no
Homemade Hummus,8,99,45,"culinary, healthy, cultural",low,indoor,all,"[""chickpeas"", ""tahini"", ""lemon"", ""garlic"", ""blender""]","['Blend chickpeas with tahini and lemon.', 'Add garlic and seasonings.', 'Blend until smooth.', 'Serve with vegetables or pita.']",1+,no
Kayaking,10,70,90,"water sport, outdoor",medium,outdoor,all,"[""kayak"", ""paddle"", ""life vest""]","['Learn paddling technique.', 'Practice on calm water first.', 'Navigate rivers or lakes.', 'Build upper body strength.']",1+,yes
Laser Tag,12,18,60,"action, teamwork, competitive",medium,indoor,all,"[""laser tag pass"", ""comfortable clothing"", ""water bottle""]","['Review safety instructions from staff.', 'Split into teams with friends or family.', 'Play multiple rounds in laser tag arenas.', 'Track scores and celebrate winners at the end.']",2+,yes
Telescope Astronomy,10,99,120,"hobby, science",high,outdoor,all,"[""telescope"", ""star charts"", ""red flashlight""]","['Set up telescope on clear night.', 'Align and focus on objects.', 'Observe planets stars galaxies.', 'Keep observation log.']",1+,no
Pillow Walk,2,7,10,"balance, gross motor",free,indoor,all,[],"['Place pillows or cushions in a line on the floor to create a soft balance beam.', 'Encourage children to walk across the pillows without stepping off.', 'Add variations such as walking backwards or carrying a stuffed animal.', 'Rearrange the pillows into different patterns for new paths to try.']",1+,no
Beekeeping,30,99,90,"hobby, nature, productive",high,outdoor,all,"[""bee hive"", ""protective suit"", ""tools""]","['Take beekeeping course', 'Set up hive and obtain bees', 'Maintain hive and harvest honey', 'Support pollinator population']",1+,yes
Crossword Puzzles,18,99,30,"cognitive, relaxing, solitary",low,indoor,all,"[""crossword book or newspaper"", ""pen or pencil""]","['Work on daily crossword puzzles', 'Challenge vocabulary and general knowledge', 'Complete alone or with partner', 'Progress to harder difficulty levels']",1+,no
Snow Angels,2,5,10,"sensory, fun",free,outdoor,winter,"[""gloves"", ""snow"", ""warm clothing""]","['Find a clean, untouched patch of snow and lie down on your back.', 'Show children how to sweep their arms up and down and legs in and out to form an angel shape.', 'Carefully stand up by rolling to the side so you donât disturb the shape.', 'Decorate the finished angels with sticks, stones, or pinecones for faces and buttons.']",1+,yes
Family Charades,6,12,20,"social,performance,fun",free,indoor,all,[],"['Write words, phrases, or animals on slips of paper and fold them up.', 'One player draws a slip and acts out the word without speaking while others guess.', 'Use a timer to keep turns short and rotate actors so everyone gets a chance.', 'Keep score if you like or just enjoy the laughter and creativity.']",1+,no
Modern Dance,8,30,60,"dance, contemporary",medium,indoor,all,"[""flexible clothes"", ""bare feet""]","['Learn contemporary techniques.', 'Express emotions through movement.', 'Improvise dances.', 'Perform choreography.']",1+,no
Farmers Market Visit,10,99,60,"educational, family, shopping",low,outdoor,"spring, summer, fall","[""reusable bags"", ""money"", ""list of items to buy""]","['Visit local farmers market on weekend morning.', 'Explore different vendor booths together.', 'Try free samples and talk to local farmers.', 'Purchase fresh produce or handmade items.']",1+,no
Stand-Up Comedy Open Mic,18,60,90,"performance, comedy",low,indoor,all,"[""written material"", ""microphone""]","['Write comedy set.', 'Sign up for open mic.', 'Perform for audience.', 'Build stage time.']",1+,no
Flower Garden Design,10,99,120,"gardening, creative",medium,outdoor,spring,"[""plants"", ""soil"", ""tools"", ""mulch""]","['Choose color scheme.', 'Select plants for sun exposure.', 'Plant in attractive arrangement.', 'Maintain and deadhead regularly.']",1+,yes
Playing Cards,8,99,45,"social, strategy, fun",free,indoor,all,"[""deck of cards""]","['Learn various card games like Rummy or Hearts.', 'Gather family or friends for game night.', 'Play for fun or small friendly stakes.', 'Rotate who deals and shuffles cards.']",2+,no
Improv Comedy,16,99,90,"performance, social, fun",low,indoor,all,[],"['Take improv class to learn games and techniques.', 'Practice thinking quickly and building on ideas.', 'Perform in showcases with improv troupe.', 'Build confidence and spontaneity skills.']",4+,no
Homemade Wind Sock,6,12,60,"craft, outdoor, decorative",low,outdoor,all,"[""fabric or plastic bag"", ""ribbon"", ""hoop or hanger"", ""string""]","['Attach fabric to hoop or hanger.', 'Add ribbon streamers to bottom.', 'Tie string for hanging.', 'Hang outside to show wind direction.']",1+,no
Stargazing,10,99,60,"science, relaxing, educational",free,outdoor,all,"[""blanket"", ""star map or app"", ""telescope (optional)"", ""warm clothing""]","['Pick a clear night away from city lights.', 'Spread blanket in an open area.', 'Use astronomy app to identify constellations and planets.', 'Discuss what you observe and learn about stars.']",1+,no
Trail Running,16,99,60,"fitness, outdoor",low,outdoor,all,"[""running shoes"", ""water bottle""]","['Start with easy trails to build endurance.', 'Wear appropriate trail running shoes.', 'Practice running on varied terrain and elevation.', 'Gradually increase distance and difficulty.']",1+,no
Silversmithing,16,99,180,"crafts, art",high,indoor,all,"[""silver"", ""soldering equipment"", ""tools"", ""polishing supplies""]","['Design silver piece.', 'Cut and shape silver.', 'Solder pieces together.', 'Polish to high shine.']",1+,yes
Telephone Game,5,99,15,"game, communication",free,indoor,all,[],"['Sit in line or circle.', 'Whisper a phrase to next person.', 'Pass message around circle.', 'Last person says message aloud and compare to original.']",5+,no
Learn Parkour Basics,13,19,60,"fitness, adventure, skill",free,outdoor,all,"[""open space"", ""training materials""]","['Find safe open space.', 'Start with basics.', 'Practice safely.', 'Progress gradually.']",1+,yes
Tin Foil Sculptures,6,13,45,"art, creative, 3D",low,indoor,all,"[""aluminum foil"", ""cardboard base""]","['Tear off sheets of foil.', 'Shape into sculptures or figures.', 'Mold details with fingers.', 'Mount on base for display.']",1+,no
Needle Felting,12,99,60,"crafts, creative",medium,indoor,all,"[""wool roving"", ""felting needles"", ""foam pad""]","['Shape wool into desired form.', 'Poke with felting needle repeatedly.', 'Add details and features.', 'Create animals or objects.']",1+,yes
At Home Spa Day,12,18,120,"relaxing, self-care, pampering",low,indoor,all,"[""facial masks"", ""bath salts"", ""nail polish"", ""towels""]","['Prepare spa items.', 'Do face masks together.', 'Paint nails carefully.', 'Relax and unwind completely.']",1+,no
Coffee Roasting,25,99,60,"hobby, culinary, sensory",medium,indoor,all,"[""green coffee beans"", ""roaster""]","['Purchase green coffee beans', 'Roast in home roaster or oven', 'Develop roasting profiles', 'Enjoy fresh roasted coffee']",1+,no
Neuroscience Lab,20,75,240,science research,high,indoor,all,"[""lab equipment""]","['Study brain', 'Conduct experiments', 'Analyze neurons', 'Publish findings']",1+,yes
Learn Card Tricks,12,19,45,"skill, magic, performance",free,indoor,all,"[""deck of cards"", ""tutorials""]","['Get deck of cards.', 'Learn tricks online.', 'Practice repeatedly.', 'Perform for audience.']",1+,no
Go to Street Performance or Festival,10,99,120,"entertainment, cultural",free or low,outdoor,"spring, summer, fall","[""comfortable shoes""]","['Check event calendar.', 'Locate festival.', 'Explore booths and performances.', 'Enjoy entertainment.']",1+,no
Frozen T-Shirt Race,8,16,60,"outdoor, game, summer",low,outdoor,summer,"[""t-shirts"", ""water"", ""freezer""]","['Soak t-shirts in water and fold.', 'Freeze overnight in bags.', 'Give each player frozen shirt.', 'Race to thaw and put on shirt first.']",3+,no
Table Tennis,12,99,60,"sport, coordination, fun",medium,indoor,all,"[""table tennis table"", ""paddles"", ""balls""]","['Set up ping pong table in basement or garage.', 'Practice basic forehand and backhand strokes.', 'Play singles or doubles matches.', 'Join table tennis club for competitive play.']",2+,no
Butterfly Garden,8,99,90,"gardening, nature",medium,outdoor,spring,"[""native plants"", ""soil"", ""tools""]","['Research local butterfly species.', 'Plant host and nectar plants.', 'Avoid pesticides.', 'Observe visiting butterflies.']",1+,no
Mushroom Growing,25,99,90,"hobby, culinary, unique",medium,indoor,all,"[""mushroom growing kit"", ""spray bottle""]","['Purchase mushroom growing kit', 'Follow instructions for humidity', 'Harvest mushrooms when ready', 'Enjoy fresh gourmet mushrooms']",1+,no
Mixology,21,99,60,"hobby, culinary, social",medium,indoor,all,"[""spirits"", ""mixers"", ""bar tools""]","['Learn classic cocktail recipes', 'Experiment with new combinations', 'Practice bartending techniques', 'Host cocktail parties']",1+,yes
Homemade Pickles Quick,9,99,180,"culinary, preservation, tangy",low,indoor,all,"[""cucumbers"", ""vinegar"", ""salt"", ""spices"", ""jars""]","['Slice cucumbers thinly.', 'Pack in jars with spices.', 'Pour hot vinegar brine over.', 'Refrigerate overnight before eating.']",1+,yes
Handprint Art,2,7,30,"art, keepsake, creative",low,indoor,all,"[""paint"", ""paper"", ""soap and water""]","['Pour paint on plate.', 'Press child's hand into paint.', 'Stamp handprint onto paper.', 'Transform handprint into animal or object with markers.']",1+,yes
