title,age_min,age_max,duration_mins,tags,cost,indoor_outdoor,season,materials_needed,how_to_play,players,parent_caution
Sketch Your Pet,10,99,45,"art, creative",low,indoor,all,"[""paper"", ""pencils or pastels""]","['Position pet comfortably.', 'Spend time observing details.', 'Sketch pet from different angles.', 'Share artwork with pet owner.']",1+,no
Create a Photo Journal or Blog,12,19,90,"creative, tech, documentation",free,indoor,all,"[""camera"", ""computer"", ""blogging platform""]","['Choose photography theme or topic.', 'Take photos daily or weekly.', 'Write captions and stories.', 'Share on blog or social media.']",1+,no
Write a Poem,10,99,30,"creative, writing",free,indoor,all,"[""paper"", ""pen or pencil""]","['Choose a theme or emotion.', 'Brainstorm words and phrases.', 'Write poem in any style.', 'Share with friends or keep private.']",1+,no
Write a Song,12,19,60,"creative, music",free,indoor,all,"[""pen and paper"", ""musical instrument (optional)""]","['Brainstorm lyrics and melody.', 'Write chorus and verses.', 'Add music or sing acapella.', 'Perform for family and friends.']",1+,no
Write a Play,12,19,120,"creative, writing, performance",free,indoor,all,"[""pen and paper"", ""scripts""]","['Choose a theme or story.', 'Develop characters and plot.', 'Write dialogue and stage directions.', 'Perform for audience.']",2+,no
Start Writing a Novel,13,19,180,"creative, writing",free,indoor,all,"[""pen and notebook or computer""]","['Choose story idea and main character.', 'Outline plot and chapters.', 'Write first chapter.', 'Continue adding to story over time.']",1+,no
Make Smoothies,10,99,30,"culinary, health",low,indoor,all,"[""blender"", ""fruit"", ""yogurt"", ""milk""]","['Choose fruit and ingredients.', 'Blend until smooth.', 'Adjust consistency and taste.', 'Serve and enjoy together.']",1+,yes
Create a Website,13,19,120,"tech, creative",free,indoor,all,"[""computer"", ""website builder"", ""internet""]","['Choose website builder platform.', 'Design layout and pages.', 'Add content and images.', 'Publish online and share link.']",1+,no
Swap Book with Friend and Read,10,99,180,"learning, social",free,indoor,all,"[""books""]","['Choose favorite book.', 'Exchange with friend.', 'Read their book.', 'Discuss and share thoughts.']",1+,no
Have Basketball Free-Throw Contest,12,19,45,"exercise, competitive",free,outdoor,all,"[""basketball"", ""hoop"", ""court""]","['Set up basketball hoop.', 'Each player attempts free throws.', 'Count successful shots.', 'Award points and declare winner.']",1+,no
Make Friendship Bracelets,10,18,60,"creative, craft",low,indoor,all,"[""embroidery floss"", ""scissors""]","['Choose colors of thread.', 'Learn braiding or knotting pattern.', 'Create bracelets for friends.', 'Exchange bracelets as gifts.']",1+,no
Help Plan Family Vacation,12,19,90,"family, planning",free,indoor,all,"[""computer"", ""travel guides"", ""maps""]","['Research destination together.', 'Look up attractions and activities.', 'Create itinerary.', 'Book accommodations and plan details.']",1+,no
Make Root Beer Float,10,99,15,"culinary, fun",low,indoor,all,"[""root beer"", ""ice cream"", ""cup"", ""spoon""]","['Pour root beer into glass.', 'Add scoop of ice cream.', 'Watch foam rise.', 'Enjoy immediately with spoon and straw.']",1+,no
Make Slime,10,16,30,"science, creative",low,indoor,all,"[""glue"", ""borax or contact solution"", ""food coloring"", ""glitter""]","['Mix glue and water.', 'Add activator ingredient.', 'Mix until slime forms.', 'Knead and customize.']",1+,yes
Paint Your Nails with Sparkly Polish,10,99,30,"personal care, fun",low,indoor,all,"[""nail polish"", ""nail file"", ""base coat""]","['File and shape nails.', 'Apply base coat.', 'Apply sparkly polish in coats.', 'Allow to dry completely.']",1+,no
Watch the Sunrise,10,99,30,"nature, relaxing",free,outdoor,all,"[""blanket or chairs"", ""warm clothing""]","['Wake early before sunrise.', 'Find good viewing spot.', 'Watch colors change in sky.', 'Discuss beauty together.']",1+,no
Watch the Sunset,10,99,30,"nature, relaxing",free,outdoor,all,"[""blanket"", ""warm clothing""]","['Find scenic location.', 'Arrive before sunset.', 'Watch sky colors fade.', 'Enjoy peaceful moment.']",1+,no
Have Fashion Show with Clothes,10,18,60,"creative, social",free,indoor,all,"[""clothing"", ""mirror"", ""music (optional)""]","['Gather different outfits.', 'Model outfits for audience.', 'Get feedback on combinations.', 'Vote on best looks.']",2+,no
Babysit,13,19,180,"responsibility, service",low,indoor,all,"[""depends on activity""]","['Arrange babysitting job.', 'Learn about children\'s routines.', 'Engage in age-appropriate activities.', 'Maintain safety and follow parent instructions.']",1+,yes
Learn to Grill Hot Dog or Hamburger,12,19,30,"culinary, skill",low,outdoor,"spring, summer, fall","[""grill"", ""food"", ""tools""]","['Prepare grill safely.', 'Learn about temperature control.', 'Cook meat to proper doneness.', 'Practice grilling technique.']",1+,yes
Learn Manual Camera Use,12,19,60,"photography, tech",low,indoor,all,"[""manual camera"", ""film or digital""]","['Learn about aperture and shutter speed.', 'Understand ISO and exposure.', 'Practice focusing and composition.', 'Take test photos.']",1+,no
Learn to Grill Pizza Crust,12,99,45,"culinary, skill",low,outdoor,"spring, summer, fall","[""grill"", ""pizza dough"", ""toppings""]","['Prepare pizza dough.', 'Learn grill temperature.', 'Grill dough until cooked.', 'Add toppings and cook until ready.']",1+,yes
Redecorate Your Room,12,19,120,"creative, personal",low,indoor,all,"[""paint"", ""furniture"", ""decorations""]","['Plan new room design.', 'Choose color scheme.', 'Rearrange or repaint.', 'Add new decorations.']",1+,no
Make Collage from Old Magazines,10,99,60,"creative, art",low,indoor,all,"[""magazines"", ""scissors"", ""glue"", ""paper""]","['Cut out interesting images.', 'Choose theme or just go random.', 'Arrange and glue pieces.', 'Display finished collage.']",1+,no
Skip Stones at Lake,10,99,30,"outdoor, nature, fun",free,outdoor,"spring, summer, fall","[""flat stones"", ""lake or river""]","['Find flat smooth stones.', 'Learn proper throwing technique.', 'Aim to make stones skip.', 'Count and compare skips.']",1+,no
Make Homemade Pizza from Scratch,12,99,90,"culinary, family",low,indoor,all,"[""flour"", ""yeast"", ""toppings"", ""oven""]","['Prepare dough from scratch.', 'Let dough rise.', 'Top with ingredients.', 'Bake until crust is golden.']",1+,yes
Bake Bread or Cinnamon Rolls,12,99,120,"culinary, baking",low,indoor,all,"[""flour"", ""yeast"", ""milk"", ""butter""]","['Follow recipe and measurements.', 'Knead dough until smooth.', 'Allow time for rising.', 'Bake until golden brown.']",1+,yes
Host Cupcake Decorating Challenge,12,99,60,"culinary, competitive",low,indoor,all,"[""cupcakes"", ""frosting"", ""decorations""]","['Prepare plain cupcakes in advance.', 'Set out frosting and toppings.', 'Give time limit for decorating.', 'Judge and award prizes.']",2+,no
Make TikTok-Inspired Recipe,12,19,60,"culinary, trendy",low,indoor,all,"[""trending recipe ingredients""]","['Search trending recipes on TikTok.', 'Gather required ingredients.', 'Follow instructions carefully.', 'Film and share your version.']",1+,no
Learn How to Make Sushi,12,99,90,"culinary, skill",medium,indoor,all,"[""sushi rice"", ""nori"", ""fillings"", ""bamboo mat""]","['Prepare sushi rice properly.', 'Learn to roll with bamboo mat.', 'Fill with ingredients.', 'Slice and serve.']",1+,no
Host Themed Dinner Night,12,99,120,"culinary, family",medium,indoor,all,"[""themed ingredients""]","['Choose cuisine theme.', 'Plan menu together.', 'Cook courses in order.', 'Decorate and enjoy dinner.']",2+,no
Make Homemade Ice Cream or Popsicles,10,99,60,"culinary, freezing",low,indoor,all,"[""ice cream maker"", ""ingredients""]","['Mix base ingredients.', 'Chill before churning.', 'Churn in ice cream maker.', 'Freeze and serve.']",1+,no
Create Smoothie Combinations,10,99,30,"culinary, creative",low,indoor,all,"[""blender"", ""fruits"", ""yogurt""]","['Choose base like yogurt.', 'Add different fruits and liquids.', 'Experiment with flavors.', 'Record favorite recipes.']",1+,no
Bake and Deliver Cookies to Neighbors,12,99,90,"culinary, community",low,indoor,all,"[""flour"", ""sugar"", ""butter"", ""containers""]","['Bake favorite cookie recipe.', 'Package cookies nicely.', 'Deliver to neighbors.', 'Spread holiday cheer.']",1+,no
Host Pancake Brunch,12,99,60,"culinary, social",low,indoor,morning,"[""pancake mix"", ""toppings"", ""griddle""]","['Prepare pancake batter.', 'Cook pancakes on griddle.', 'Set up topping bar.', 'Serve fresh and hot.']",2+,no
Try Canning Homemade Jam,13,99,120,"culinary, skill",low,indoor,all,"[""fruit"", ""sugar"", ""jars"", ""canning equipment""]","['Select and prepare fruit.', 'Cook fruit with sugar.', 'Sterilize jars properly.', 'Process and store.']",1+,yes
Make Fancy Mocktails with Fresh Fruit,13,19,45,"culinary, creative",low,indoor,all,"[""juices"", ""fruit"", ""sparkling water"", ""garnishes""]","['Mix juice bases.', 'Add fresh fruit and ice.', 'Top with sparkling water.', 'Garnish creatively.']",2+,no
Bake and Taste-Test Brownie Recipes,12,99,90,"culinary, comparative",low,indoor,all,"[""brownie ingredients"", ""multiple recipes""]","['Select different brownie recipes.', 'Bake each recipe.', 'Taste and compare.', 'Vote on favorite.']",2+,no
Do Chopped-Style Cooking Challenge,12,99,60,"culinary, competitive",low,indoor,all,"[""random ingredients"", ""timer"", ""audience""]","['Randomly select ingredients.', 'Set time limit.', 'Prepare dish with ingredients.', 'Judge and award points.']",2+,yes
Learn to Make Pasta from Scratch,12,99,90,"culinary, skill",low,indoor,all,"[""flour"", ""eggs"", ""pasta maker (optional)""]","['Mix dough ingredients.', 'Knead until smooth.', 'Roll and cut pasta.', 'Cook and sauce.']",1+,no
Make Freezer Meals for Busy Nights,12,99,120,"culinary, practical",medium,indoor,all,"[""ingredients"", ""containers""]","['Plan meal prep.', 'Cook meals in batches.', 'Portion into freezer containers.', 'Label with contents and date.']",2+,yes
Host Family Bake-Off,12,99,90,"culinary, competitive",low,indoor,all,"[""baking ingredients"", ""judge criteria""]","['Assign categories to bake.', 'Set time limit.', 'Bake with same ingredients.', 'Judge on taste and presentation.']",3+,no
Make DIY Snack Mixes for Movie Nights,10,99,30,"culinary, creative",low,indoor,all,"[""various snacks"", ""containers""]","['Mix different snacks together.', 'Create flavor combinations.', 'Package for movie night.', 'Share and get feedback.']",1+,no
Visit Local Art or History Museum,12,99,120,"educational, cultural",low,indoor,all,"[""museum admission""]","['Check museum hours and admission.', 'Plan which exhibits to see.', 'Explore at own pace.', 'Discuss favorite pieces.']",1+,no
Try Virtual Museum Tour,12,19,60,"educational, tech",free,indoor,all,"[""computer"", ""internet""]","['Find virtual museum tour online.', 'Select museum of interest.', 'Explore exhibits online.', 'Research pieces you enjoy.']",1+,no
Visit Science or Nature Center,12,99,120,"educational, exploration",low,indoor,all,"[""admission fee""]","['Research local science center.', 'Plan which exhibits to see.', 'Participate in interactive displays.', 'Ask questions and learn.']",1+,no
Take Walking History Tour,12,99,120,"educational, outdoor",low,outdoor,all,"[""comfortable shoes"", ""tour guide or map""]","['Research local history tour.', 'Join organized tour or DIY.', 'Learn about historical sites.', 'Take photos and notes.']",1+,no
Check Out Library Summer Programs,10,99,90,"educational, community",free,indoor,all,"[""library""]","['Visit local library website.', 'Review summer program schedule.', 'Sign up for activities of interest.', 'Attend and participate.']",1+,no
Try Teen Book Club,12,19,60,"educational, social",free,indoor,all,"[""book"", ""friends or group""]","['Find or start teen book club.', 'Choose book to read together.', 'Discuss themes and characters.', 'Vote on next selection.']",2+,no
Visit Planetarium,12,99,90,"educational, space",low,indoor,all,"[""planetarium admission""]","['Check planetarium shows.', 'Book tickets in advance.', 'Attend show presentation.', 'View constellation demonstration.']",1+,no
Explore New Cultural Neighborhood,12,99,120,"exploration, cultural",low,outdoor,all,"[""comfortable shoes"", ""money for food""]","['Research cultural neighborhood.', 'Visit restaurants and shops.', 'Try new foods.', 'Learn about culture.']",1+,no
Learn Basic Photography Skills,12,19,90,"photography, tech",low,indoor,all,"[""camera"", ""course materials""]","['Take photography course.', 'Learn composition rules.', 'Practice with camera.', 'Share photos.']",1+,no
Take Free Online Course Together,12,99,120,"educational, tech",free,indoor,all,"[""computer"", ""internet""]","['Find free online course.', 'Choose topic of interest.', 'Work through lessons together.', 'Discuss what you learned.']",1+,no
Try Journaling or Creative Writing Prompts,10,99,45,"creative, writing",free,indoor,all,"[""notebook"", ""pen""]","['Choose writing prompts.', 'Write responses freely.', 'Share if comfortable.', 'Build writing practice.']",1+,no
Visit Local Art Exhibit,12,99,90,"cultural, artistic",free,indoor,all,"[""art gallery""]","['Research local art exhibits.', 'Visit gallery or studio.', 'Observe artworks.', 'Discuss styles and themes.']",1+,no
Attend Workshop or Lecture,12,99,120,"educational, learning",low,indoor,all,"[""admission fee (if any)""]","['Find workshop of interest.', 'Register if required.', 'Attend and participate.', 'Ask questions.']",1+,no
Explore Botanical Garden,10,99,90,"nature, relaxing",low,outdoor,all,"[""garden admission""]","['Visit botanical garden.', 'Explore different plant sections.', 'Take photos of flowers.', 'Relax among plants.']",1+,no
Create Family Ancestry Chart,12,99,120,"educational, family",free,indoor,all,"[""paper"", ""interview"", ""internet""]","['Interview family members.', 'Gather family stories.', 'Create family tree.', 'Document findings.']",1+,no
Go to Summer Fair or Carnival,8,99,120,"fun, outdoor",medium,outdoor,summer,"[""admission"", ""money for rides""]","['Research fair dates.', 'Attend with friends or family.', 'Enjoy rides and games.', 'Eat fair food.']",1+,yes
Attend Local Outdoor Concert,10,99,120,"music, entertainment",free or low,outdoor,summer,"[""blanket"", ""chair""]","['Check event schedule.', 'Arrive early for good spot.', 'Bring blanket or chair.', 'Enjoy music together.']",1+,no
Visit Farmers Market,10,99,60,"shopping, food",low,outdoor,"spring, summer, fall","[""money for purchases""]","['Explore vendor booths.', 'Sample products.', 'Buy fresh produce.', 'Support local farmers.']",1+,no
Watch Fireworks on Canada Day,8,99,60,"celebration, outdoor",free,outdoor,summer,"[""blanket"", ""safe viewing spot""]","['Find good viewing location.', 'Bring blanket and seating.', 'Arrive early to get spot.', 'Watch fireworks display.']",1+,no
Try Food Truck Festival,12,99,90,"culinary, exploration",medium,outdoor,all,"[""money for food""]","['Find food truck festival.', 'Try different truck cuisines.', 'Vote on favorites.', 'Enjoy variety of foods.']",1+,no
Go to Baseball or Soccer Game,10,99,120,"sports, entertainment",medium,outdoor,"spring, summer, fall","[""admission ticket""]","['Check game schedule.', 'Purchase tickets.', 'Attend live game.', 'Cheer for team.']",1+,no
Look for Drive-In Movie Night,12,99,180,"entertainment, nostalgic",medium,outdoor,"spring, summer, fall","[""admission"", ""snacks""]","['Find drive-in movie theater.', 'Check movie schedule.', 'Drive in and park.', 'Enjoy movie from car.']",1+,no
Visit Flea Market or Craft Fair,10,99,120,"shopping, exploration",low,outdoor,all,"[""money for purchases""]","['Research flea market dates.', 'Explore vendor stalls.', 'Hunt for treasures.', 'Negotiate prices if allowed.']",1+,no
Take Part in Community Art Project,12,99,120,"art, community",free or low,outdoor,all,"[""art supplies""]","['Find community art project.', 'Register if needed.', 'Contribute to project.', 'Celebrate completion.']",1+,no
Host Mini Block Party with Neighbors,12,99,120,"social, community",low,outdoor,"spring, summer, fall","[""food"", ""decorations"", ""music""]","['Plan with neighbors.', 'Set time and date.', 'Share food and drinks.', 'Enjoy music and conversation.']",3+,no
Join Local Fun Run or Walk,10,99,60,"fitness, community",low,outdoor,"spring, summer, fall","[""comfortable shoes"", ""water bottle""]","['Research local fun runs.', 'Register if required.', 'Participate with friends/family.', 'Celebrate completion.']",1+,no
Check for Teen Nights at Local Venues,13,19,120,"social, entertainment",low,indoor,all,"[""admission (if any)""]","['Check venue websites.', 'Look for teen events.', 'Attend with friends.', 'Have fun and socialize.']",2+,no
Volunteer at Charity or Food Bank,12,99,120,"service, community",free,indoor,all,"[""organization materials""]","['Contact charity for opportunities.', 'Commit to volunteer time.', 'Perform volunteer duties.', 'Feel good about helping.']",1+,no
Plan Themed Potluck with Friends,12,99,120,"social, culinary",low,indoor,all,"[""themed food items""]","['Choose theme with friends.', 'Assign dishes to bring.', 'Prepare food.', 'Gather and eat together.']",4+,no
Go to Street Performance or Festival,10,99,120,"entertainment, cultural",free or low,outdoor,"spring, summer, fall","[""comfortable shoes""]","['Check event calendar.', 'Locate festival.', 'Explore booths and performances.', 'Enjoy entertainment.']",1+,no
Take Group Painting or Pottery Class,12,99,90,"art, social",medium,indoor,all,"[""class fee"", ""art supplies""]","['Find class in area.', 'Register with group.', 'Attend class together.', 'Display finished artwork.']",2+,no
Enter Local Contest,12,99,120,"competitive, creative",low,indoor,all,"[""contest materials""]","['Research local contests.', 'Prepare entry.', 'Submit by deadline.', 'Attend awards ceremony.']",1+,no
Visit Hotel Lobby Café,12,19,60,"adventure, travel fantasy",low,indoor,all,"[""money for cafe""]","['Find nice hotel nearby.', 'Dress nicely.', 'Visit lobby cafe.', 'Pretend you are traveling.']",1+,no
Take Spontaneous Day Trip on Public Transit,12,19,240,"adventure, exploration",low,outdoor,all,"[""transit pass"", ""water bottle""]","['Get transit passes.', 'Pick random transit line.', 'Ride to end of line.', 'Explore new neighborhood.']",1+,no
Explore Thrift Shops with Outfit Challenge,12,19,90,"shopping, creative",low,indoor,all,"[""money for purchases""]","['Set budget for shopping.', 'Create outfit theme.', 'Hunt for matching pieces.', 'Model outfits for each other.']",2+,no
Have Silent Bookstore Date,12,19,90,"quiet, social",low,indoor,all,"[""money for book and drink""]","['Visit bookstore together.', 'Browse independently in silence.', 'Meet for drinks after.', 'Discuss books found.']",2+,no
Spend Day People Watching at Park,12,99,120,"observation, art",free,outdoor,all,"[""sketchbook"", ""pencils"", ""bench""]","['Find busy park.', 'Sit and observe people.', 'Sketch interesting characters.', 'Create stories about people.']",1+,no
Find Best Iced Coffee or Bubble Tea,12,19,120,"exploration, food",low,outdoor,all,"[""money for drinks""]","['Research top cafes.', 'Visit different locations.', 'Try different drinks.', 'Rank and compare.']",2+,no
Museum Scavenger Hunt,12,99,120,"educational, game",low,indoor,all,"[""museum admission"", ""scavenger hunt list""]","['Create hunt list of artworks.', 'Visit museum.', 'Find items on list.', 'Compete or collaborate.']",1+,no
Recreate Famous Movie Scene,12,19,60,"creative, film",free,outdoor,all,"[""camera"", ""costumes (optional)""]","['Choose favorite movie scene.', 'Plan recreations.', 'Find similar location.', 'Film your version and share.']",2+,no
Go Fishing,12,99,120,"outdoor, patience",low,outdoor,all,"[""fishing rod"", ""bait"", ""tackle"", ""water access""]","['Get fishing license if needed.', 'Find fishing spot.', 'Cast line and wait.', 'Catch and release or keep.']",1+,yes
Learn Hula Hoop,10,99,30,"exercise, fun",low,outdoor,all,"[""hula hoop""]","['Get properly sized hula hoop.', 'Position at waist.', 'Move hips in circle motion.', 'Practice and improve.']",1+,no
Create Word Rocks,10,99,45,"art, creative",low,outdoor,all,"[""rocks"", ""paint markers"", ""paint""]","['Find smooth rocks.', 'Paint inspirational words.', 'Hide around community.', 'Spread positive messages.']",1+,no
Enjoy 8-Minute Workout,10,99,8,"exercise, quick",free,indoor,all,"[""no equipment needed""]","['Find 8-minute workout video.', 'Clear workout space.', 'Follow along.', 'Cool down afterward.']",1+,no
Make Jewelry,10,99,60,"creative, craft",low,indoor,all,"[""beads"", ""string or wire"", ""clasps""]","['Choose jewelry style.', 'Gather materials.', 'Create piece step by step.', 'Wear or gift to friend.']",1+,no
Give Pet Bath Outside,10,99,45,"pet care, outdoor",free,outdoor,"spring, summer, fall","[""bucket"", ""water"", ""pet shampoo"", ""towel""]","['Prepare outdoor washing area.', 'Fill bucket with warm water.', 'Gently wash pet.', 'Dry with towel.']",1+,no
Walk Dog and Explore Neighborhood,10,99,60,"outdoor, pet",free,outdoor,all,"[""dog leash""]","['Attach leash to dog.', 'Walk familiar routes.', 'Explore new streets.', 'Let dog sniff and explore.']",1+,no
Run Through Sprinkler,8,16,30,"water, fun, exercise",free,outdoor,summer,"[""sprinkler"", ""water hose""]","['Set up sprinkler in yard.', 'Put on swimsuit.', 'Run back and forth through water.', 'Cool off and have fun.']",1+,no
Visit Zoo,10,99,180,"educational, nature",medium,outdoor,"spring, summer, fall","[""admission ticket""]","['Check zoo hours and admission.', 'Plan route through exhibits.', 'View different animals.', 'Learn about wildlife.']",1+,no
Visit Flower Garden and Butterfly House,10,99,120,"nature, educational",low,outdoor,"spring, summer","[""admission (if any)""]","['Research gardens in area.', 'Visit during peak bloom.', 'Observe butterflies.', 'Take photos of flowers.']",1+,no
Grow Lavender for Potpourn,10,99,180,"gardening, craft",low,outdoor,"spring, summer","[""lavender seeds"", ""pots"", ""soil""]","['Plant lavender seeds.', 'Water and care for plants.', 'Harvest when blooming.', 'Dry and make potpourri.']",1+,no
Turn Up Music and Dance,10,99,30,"music, exercise",free,indoor,all,"[""music player"", ""space""]","['Choose favorite songs.', 'Clear dance floor.', 'Put on music.', 'Dance freely and have fun.']",1+,no
Make a Music Video or Movie,12,18,120,"art, teamwork, tech",free,both,all,"[""camera or smartphone"", ""music"", ""editing software (optional)""]","['Write a script or plan shots.', 'Choose music and locations.', 'Record video clips alone or with friends/family.', 'Edit together using a phone app or computer.']",1+,no
Water Balloon Games,10,19,30,"exercise, fun",low,outdoor,summer,"[""water balloons"", ""open space""]","['Fill water balloons and split into teams.', 'Decide game: toss, tag, or target.', 'Keep safe by avoiding faces and play in open space.', 'Have towels ready for drying off afterward.']",2+,yes
Board Game Marathon,10,99,90,"indoor, family, strategic",free,indoor,all,"[""various board games"", ""table"", ""snacks""]","['Set up selection of games on a table.', 'Play rounds of different games, switching after each game ends.', 'Invite friends and family for larger groups.', 'Keep score across games for a tournament style.']",2+,no
Glow Night Party,13,18,120,"party, creativity, social",low,indoor,all,"[""glow sticks"", ""black lights"", ""highlighters"", ""white clothing"", ""music""]","['Set up blacklights and glow sticks in a dark room.', 'Dress in white or neon clothing.', 'Draw on white shirts with highlighters under blacklight.', 'Dance or play games in the glow.']",2+,no
Bake a New Recipe,12,99,60,"learning, culinary, family",low,indoor,all,"[""recipe ingredients"", ""kitchen tools"", ""oven"", ""mixing bowls""]","['Choose a fun recipe together.', 'Gather and prep ingredients.', 'Bake together, learning new cooking skills.', 'Enjoy and share the results with family.']",1+,yes
Scavenger Hunt,10,99,60,"team game, exploration, adventure",free,both,all,"[""list of items"", ""bags or containers"", ""pens""]","['Prepare a list of items to find indoors, outdoors, or both.', 'Split players into teams or play solo.', 'Set a timer and see who finds the most items.', 'Review findings and declare a winner.']",2+,no
Picnic at a Park,8,99,120,"relaxing, family, outdoor",low,outdoor,"spring, summer, fall","[""blanket"", ""food"", ""drinks"", ""outdoor games"", ""sunscreen""]","['Pack snacks or lunch in a basket.', 'Choose a sunny spot in a park.', 'Spread blanket and enjoy meal together.', 'Bring along games like frisbee for after eating.']",1+,no
DIY Escape Room,13,18,60,"logic, puzzle, teamwork",low,indoor,all,"[""locks"", ""puzzles"", ""clues"", ""household items"", ""boxes""]","['Set up puzzles in rooms or boxes with clues.', 'Create a storyline and final prize.', 'Invite friends/family to solve puzzles as a team.', 'Set a time limit for added challenge.']",2+,no
Rock Climbing (Indoor Wall),13,19,90,"physical, adventure, fitness",medium,indoor,all,"[""climbing gym pass"", ""proper footwear"", ""harness"", ""chalk""]","['Follow gym safety rules and attend orientation.', 'Try bouldering or harness climbing routes.', 'Spot or encourage each other.', 'Gradually try harder difficulty levels.']",1+,yes
Pool or Ping Pong,12,99,45,"fun, coordination, competitive",free,indoor,all,"[""pool table or ping pong table"", ""balls"", ""cues or paddles""]","['Set up game in recreation room or local center.', 'Review basic rules for new players.', 'Rotate through players or host a bracket tournament.', 'Keep track of wins for bragging rights.']",2+,no
Laser Tag,12,18,60,"action, teamwork, competitive",medium,indoor,all,"[""laser tag pass"", ""comfortable clothing"", ""water bottle""]","['Review safety instructions from staff.', 'Split into teams with friends or family.', 'Play multiple rounds in laser tag arenas.', 'Track scores and celebrate winners at the end.']",2+,yes
Learn Coding,10,19,45,"STEM, self-learning, tech",free,indoor,all,"[""computer"", ""internet connection""]","['Pick a language to learn online like Python or JavaScript.', 'Use free platforms such as Codecademy, Khan Academy, or W3Schools.', 'Try building a small project like a calculator or game.', 'Share results with friends or family.']",1+,no
Karaoke Night,12,99,90,"music, performance, social",free,indoor,all,"[""karaoke machine or app"", ""microphone"", ""TV or speakers"", ""snacks""]","['Set up karaoke system or use YouTube karaoke tracks.', 'Create a song list for participants to choose from.', 'Take turns singing favorite songs.', 'Encourage group numbers and duets.']",2+,no
Movie Marathon,12,99,180,"relaxing, group, entertainment",free,indoor,all,"[""movie streaming service"", ""popcorn"", ""blankets"", ""pillows""]","['Pick a theme or movie series together.', 'Prepare snacks and drinks before starting.', 'Set up comfortable seating with blankets.', 'Enjoy films together for several hours.']",1+,no
Bike Riding,10,99,60,"exercise, outdoor, adventure",free,outdoor,"spring, summer, fall","[""bicycle"", ""helmet"", ""water bottle"", ""comfortable clothing""]","['Check bikes for proper tire pressure and brakes.', 'Plan a route through parks or bike trails.', 'Ride together as family or with friends.', 'Take breaks to rest and hydrate.']",1+,yes
Outdoor Yoga,12,99,45,"fitness, relaxing, wellness",free,outdoor,"spring, summer, fall","[""yoga mat"", ""comfortable clothing"", ""water bottle""]","['Find a quiet outdoor space like a yard or park.', 'Follow along with a yoga video or instructor.', 'Practice breathing and stretching exercises.', 'End with a meditation or relaxation session.']",1+,no
Hiking,10,99,90,"fitness, nature, adventure",free,outdoor,all,"[""hiking shoes"", ""water bottle"", ""snacks"", ""map or GPS"", ""first aid kit""]","['Choose a trail appropriate for fitness level.', 'Pack water, snacks, and safety supplies.', 'Hike together observing nature along the way.', 'Take photos and enjoy scenic viewpoints.']",1+,yes
Swimming,8,99,90,"exercise, fun, cooling",low,outdoor,summer,"[""swimsuit"", ""towel"", ""sunscreen"", ""goggles (optional)"", ""water toys""]","['Visit a community pool, beach, or lake.', 'Apply sunscreen before entering water.', 'Swim laps, play water games, or just splash around.', 'Take breaks and stay hydrated.']",1+,yes
Tennis,10,99,60,"exercise, competitive, sport",low,outdoor,"spring, summer, fall","[""tennis rackets"", ""tennis balls"", ""tennis court"", ""athletic shoes""]","['Find a local tennis court at a rec center or park.', 'Warm up with simple rallies.', 'Teach basic rules and scoring to beginners.', 'Play singles or doubles matches.']",2+,no
Camping,10,99,480,"adventure, nature, survival skills",medium,outdoor,"spring, summer, fall","[""tent"", ""sleeping bags"", ""camping stove"", ""food"", ""flashlights"", ""first aid kit""]","['Choose a campsite and make reservations if needed.', 'Pack all necessary camping gear and clothing.', 'Set up tent together as a family.', 'Cook meals over fire, tell stories, and explore nature.']",1+,yes
Stargazing,10,99,60,"science, relaxing, educational",free,outdoor,all,"[""blanket"", ""star map or app"", ""telescope (optional)"", ""warm clothing""]","['Pick a clear night away from city lights.', 'Spread blanket in an open area.', 'Use astronomy app to identify constellations and planets.', 'Discuss what you observe and learn about stars.']",1+,no
Photo Scavenger Hunt,10,18,60,"explore, creative, tech",free,both,all,"[""smartphone or camera"", ""list of photo challenges""]","['Create list of items to photograph like red car, smiling stranger, interesting shadow.', 'Split into teams or play individually.', 'Set time limit and boundaries.', 'Compare creative pictures at the end and vote on best photos.']",1+,no
Skateboarding,10,18,60,"exercise, skill-building, adventure",medium,outdoor,"spring, summer, fall","[""skateboard"", ""helmet"", ""knee pads"", ""elbow pads""]","['Find a skate park or smooth pavement area.', 'Wear all safety gear including helmet.', 'Practice basic tricks and balance.', 'Progress gradually to more difficult moves.']",1+,yes
Community Cleanup,10,99,90,"service, teamwork, environmental",free,outdoor,all,"[""garbage bags"", ""gloves"", ""grabber tools (optional)"", ""hand sanitizer""]","['Choose location needing cleanup like park, street, or beach.', 'Work in teams to pick up litter safely.', 'Discuss environmental impact and recycling.', 'Dispose of trash properly at the end.']",1+,yes
Geocaching,10,99,90,"adventure, exploration, tech",free,outdoor,all,"[""smartphone with GPS"", ""geocaching app"", ""pen"", ""small trinkets to trade""]","['Download geocaching app and create account.', 'Search for nearby caches using GPS coordinates.', 'Navigate to locations and search for hidden containers.', 'Sign logbook and trade trinkets, then hide cache again.']",1+,no
